"Throughput (Mbps)","Time (s)","Flow"
95.5048,0.1,"Flow 1"
80.5124,0.1,"Flow 2"
4.28402,0.1,"Flow 3"
3.55745,0.1,"Flow 4"
95.5048,0.2,"Flow 1"
80.3062,0.2,"Flow 2"
4.28402,0.2,"Flow 3"
3.62973,0.2,"Flow 4"
95.5048,0.3,"Flow 1"
80.3062,0.3,"Flow 2"
4.28402,0.3,"Flow 3"
3.62973,0.3,"Flow 4"
95.5048,0.4,"Flow 1"
80.3062,0.4,"Flow 2"
4.28402,0.4,"Flow 3"
3.62973,0.4,"Flow 4"
95.5048,0.5,"Flow 1"
80.3062,0.5,"Flow 2"
4.28402,0.5,"Flow 3"
3.62973,0.5,"Flow 4"
95.5048,0.6,"Flow 1"
80.3062,0.6,"Flow 2"
4.28402,0.6,"Flow 3"
3.62973,0.6,"Flow 4"
95.5048,0.7,"Flow 1"
80.3062,0.7,"Flow 2"
4.28402,0.7,"Flow 3"
3.62973,0.7,"Flow 4"
95.5048,0.8,"Flow 1"
80.3062,0.8,"Flow 2"
4.28402,0.8,"Flow 3"
3.62973,0.8,"Flow 4"
95.5048,0.9,"Flow 1"
80.3062,0.9,"Flow 2"
4.28402,0.9,"Flow 3"
3.62973,0.9,"Flow 4"
95.5048,1,"Flow 1"
80.3062,1,"Flow 2"
4.28402,1,"Flow 3"
3.62973,1,"Flow 4"
95.5048,1.1,"Flow 1"
80.3062,1.1,"Flow 2"
4.28402,1.1,"Flow 3"
3.62973,1.1,"Flow 4"
95.5048,1.2,"Flow 1"
80.3062,1.2,"Flow 2"
4.28402,1.2,"Flow 3"
3.62973,1.2,"Flow 4"
95.5048,1.3,"Flow 1"
80.3062,1.3,"Flow 2"
4.28402,1.3,"Flow 3"
3.62973,1.3,"Flow 4"
95.5048,1.4,"Flow 1"
80.3062,1.4,"Flow 2"
4.28402,1.4,"Flow 3"
3.62973,1.4,"Flow 4"
95.5048,1.5,"Flow 1"
80.3062,1.5,"Flow 2"
4.28402,1.5,"Flow 3"
3.62973,1.5,"Flow 4"
95.5048,1.6,"Flow 1"
80.3062,1.6,"Flow 2"
4.28402,1.6,"Flow 3"
3.62973,1.6,"Flow 4"
95.5048,1.7,"Flow 1"
80.3062,1.7,"Flow 2"
4.28402,1.7,"Flow 3"
3.62973,1.7,"Flow 4"
95.5048,1.8,"Flow 1"
80.3062,1.8,"Flow 2"
4.28402,1.8,"Flow 3"
3.62973,1.8,"Flow 4"
95.5048,1.9,"Flow 1"
80.3062,1.9,"Flow 2"
4.28402,1.9,"Flow 3"
3.62973,1.9,"Flow 4"
95.5048,2,"Flow 1"
80.3062,2,"Flow 2"
4.28402,2,"Flow 3"
3.62973,2,"Flow 4"
95.5048,2.1,"Flow 1"
80.3062,2.1,"Flow 2"
4.28402,2.1,"Flow 3"
3.62973,2.1,"Flow 4"
95.5048,2.2,"Flow 1"
80.3062,2.2,"Flow 2"
4.28402,2.2,"Flow 3"
3.62973,2.2,"Flow 4"
95.5048,2.3,"Flow 1"
80.3062,2.3,"Flow 2"
4.28402,2.3,"Flow 3"
3.62973,2.3,"Flow 4"
95.5048,2.4,"Flow 1"
80.3062,2.4,"Flow 2"
4.28402,2.4,"Flow 3"
3.62973,2.4,"Flow 4"
95.5048,2.5,"Flow 1"
80.3062,2.5,"Flow 2"
4.28402,2.5,"Flow 3"
3.62973,2.5,"Flow 4"
95.5048,2.6,"Flow 1"
80.3062,2.6,"Flow 2"
4.28402,2.6,"Flow 3"
3.62973,2.6,"Flow 4"
95.5048,2.7,"Flow 1"
80.3062,2.7,"Flow 2"
4.28402,2.7,"Flow 3"
3.62973,2.7,"Flow 4"
95.5048,2.8,"Flow 1"
80.3062,2.8,"Flow 2"
4.28402,2.8,"Flow 3"
3.62973,2.8,"Flow 4"
95.5048,2.9,"Flow 1"
80.3062,2.9,"Flow 2"
4.28402,2.9,"Flow 3"
3.62973,2.9,"Flow 4"
95.5048,3,"Flow 1"
80.3062,3,"Flow 2"
4.28402,3,"Flow 3"
3.62973,3,"Flow 4"
0,3,"Flow 5"
95.5048,3.1,"Flow 1"
80.3062,3.1,"Flow 2"
4.28402,3.1,"Flow 3"
3.62973,3.1,"Flow 4"
80.5124,3.1,"Flow 5"
3.55745,3.1,"Flow 6"
95.5048,3.2,"Flow 1"
80.3062,3.2,"Flow 2"
4.28402,3.2,"Flow 3"
3.62973,3.2,"Flow 4"
80.3062,3.2,"Flow 5"
3.62973,3.2,"Flow 6"
95.5048,3.3,"Flow 1"
80.3062,3.3,"Flow 2"
4.28402,3.3,"Flow 3"
3.62973,3.3,"Flow 4"
80.3062,3.3,"Flow 5"
3.62973,3.3,"Flow 6"
95.5048,3.4,"Flow 1"
80.3062,3.4,"Flow 2"
4.28402,3.4,"Flow 3"
3.62973,3.4,"Flow 4"
80.3062,3.4,"Flow 5"
3.62973,3.4,"Flow 6"
95.5048,3.5,"Flow 1"
80.3062,3.5,"Flow 2"
4.28402,3.5,"Flow 3"
3.62973,3.5,"Flow 4"
80.3062,3.5,"Flow 5"
3.62973,3.5,"Flow 6"
95.5048,3.6,"Flow 1"
80.3062,3.6,"Flow 2"
4.28402,3.6,"Flow 3"
3.62973,3.6,"Flow 4"
80.3062,3.6,"Flow 5"
3.62973,3.6,"Flow 6"
95.5048,3.7,"Flow 1"
80.3062,3.7,"Flow 2"
4.28402,3.7,"Flow 3"
3.62973,3.7,"Flow 4"
80.3062,3.7,"Flow 5"
3.62973,3.7,"Flow 6"
95.5048,3.8,"Flow 1"
80.3062,3.8,"Flow 2"
4.28402,3.8,"Flow 3"
3.62973,3.8,"Flow 4"
80.3062,3.8,"Flow 5"
3.62973,3.8,"Flow 6"
95.5048,3.9,"Flow 1"
80.3062,3.9,"Flow 2"
4.28402,3.9,"Flow 3"
3.62973,3.9,"Flow 4"
80.3062,3.9,"Flow 5"
3.62973,3.9,"Flow 6"
95.5048,4,"Flow 1"
80.3062,4,"Flow 2"
4.28402,4,"Flow 3"
3.62973,4,"Flow 4"
80.3062,4,"Flow 5"
3.62973,4,"Flow 6"
95.5048,4.1,"Flow 1"
80.3062,4.1,"Flow 2"
4.28402,4.1,"Flow 3"
3.62973,4.1,"Flow 4"
80.3062,4.1,"Flow 5"
3.62973,4.1,"Flow 6"
95.5048,4.2,"Flow 1"
80.3062,4.2,"Flow 2"
4.28402,4.2,"Flow 3"
3.62973,4.2,"Flow 4"
80.3062,4.2,"Flow 5"
3.62973,4.2,"Flow 6"
95.5048,4.3,"Flow 1"
80.3062,4.3,"Flow 2"
4.28402,4.3,"Flow 3"
3.62973,4.3,"Flow 4"
80.3062,4.3,"Flow 5"
3.62973,4.3,"Flow 6"
95.5048,4.4,"Flow 1"
80.3062,4.4,"Flow 2"
4.28402,4.4,"Flow 3"
3.62973,4.4,"Flow 4"
80.3062,4.4,"Flow 5"
3.62973,4.4,"Flow 6"
95.5048,4.5,"Flow 1"
80.3062,4.5,"Flow 2"
4.28402,4.5,"Flow 3"
3.62973,4.5,"Flow 4"
80.3062,4.5,"Flow 5"
3.62973,4.5,"Flow 6"
95.5048,4.6,"Flow 1"
80.3062,4.6,"Flow 2"
4.28402,4.6,"Flow 3"
3.62973,4.6,"Flow 4"
80.3062,4.6,"Flow 5"
3.62973,4.6,"Flow 6"
95.5048,4.7,"Flow 1"
80.3062,4.7,"Flow 2"
4.28402,4.7,"Flow 3"
3.62973,4.7,"Flow 4"
80.3062,4.7,"Flow 5"
3.62973,4.7,"Flow 6"
95.5048,4.8,"Flow 1"
80.3062,4.8,"Flow 2"
4.28402,4.8,"Flow 3"
3.62973,4.8,"Flow 4"
80.3062,4.8,"Flow 5"
3.62973,4.8,"Flow 6"
95.5048,4.9,"Flow 1"
80.3062,4.9,"Flow 2"
4.28402,4.9,"Flow 3"
3.62973,4.9,"Flow 4"
80.3062,4.9,"Flow 5"
3.62973,4.9,"Flow 6"
95.5048,5,"Flow 1"
80.3062,5,"Flow 2"
4.28402,5,"Flow 3"
3.62973,5,"Flow 4"
80.3062,5,"Flow 5"
3.62973,5,"Flow 6"
95.5048,5.1,"Flow 1"
80.3062,5.1,"Flow 2"
4.28402,5.1,"Flow 3"
3.62973,5.1,"Flow 4"
80.3062,5.1,"Flow 5"
3.62973,5.1,"Flow 6"
95.5048,5.2,"Flow 1"
80.3062,5.2,"Flow 2"
4.28402,5.2,"Flow 3"
3.62973,5.2,"Flow 4"
80.3062,5.2,"Flow 5"
3.62973,5.2,"Flow 6"
95.5048,5.3,"Flow 1"
80.3062,5.3,"Flow 2"
4.28402,5.3,"Flow 3"
3.62973,5.3,"Flow 4"
80.3062,5.3,"Flow 5"
3.62973,5.3,"Flow 6"
95.5048,5.4,"Flow 1"
80.3062,5.4,"Flow 2"
4.28402,5.4,"Flow 3"
3.62973,5.4,"Flow 4"
80.3062,5.4,"Flow 5"
3.62973,5.4,"Flow 6"
95.5048,5.5,"Flow 1"
80.3062,5.5,"Flow 2"
4.28402,5.5,"Flow 3"
3.62973,5.5,"Flow 4"
80.3062,5.5,"Flow 5"
3.62973,5.5,"Flow 6"
95.5048,5.6,"Flow 1"
80.3062,5.6,"Flow 2"
4.28402,5.6,"Flow 3"
3.62973,5.6,"Flow 4"
80.3062,5.6,"Flow 5"
3.62973,5.6,"Flow 6"
95.5048,5.7,"Flow 1"
80.3062,5.7,"Flow 2"
4.28402,5.7,"Flow 3"
3.62973,5.7,"Flow 4"
80.3062,5.7,"Flow 5"
3.62973,5.7,"Flow 6"
95.5048,5.8,"Flow 1"
80.3062,5.8,"Flow 2"
4.28402,5.8,"Flow 3"
3.62973,5.8,"Flow 4"
80.3062,5.8,"Flow 5"
3.62973,5.8,"Flow 6"
95.5048,5.9,"Flow 1"
80.3062,5.9,"Flow 2"
4.28402,5.9,"Flow 3"
3.62973,5.9,"Flow 4"
80.3062,5.9,"Flow 5"
3.62973,5.9,"Flow 6"
95.5048,6,"Flow 1"
80.3062,6,"Flow 2"
4.28402,6,"Flow 3"
3.62973,6,"Flow 4"
80.3062,6,"Flow 5"
3.62973,6,"Flow 6"
95.5048,6.1,"Flow 1"
80.3062,6.1,"Flow 2"
4.28402,6.1,"Flow 3"
3.62973,6.1,"Flow 4"
80.3062,6.1,"Flow 5"
3.62973,6.1,"Flow 6"
95.5048,6.2,"Flow 1"
80.3062,6.2,"Flow 2"
4.28402,6.2,"Flow 3"
3.62973,6.2,"Flow 4"
80.3062,6.2,"Flow 5"
3.62973,6.2,"Flow 6"
95.5048,6.3,"Flow 1"
80.3062,6.3,"Flow 2"
4.28402,6.3,"Flow 3"
3.62973,6.3,"Flow 4"
80.3062,6.3,"Flow 5"
3.62973,6.3,"Flow 6"
95.5048,6.4,"Flow 1"
80.3062,6.4,"Flow 2"
4.28402,6.4,"Flow 3"
3.62973,6.4,"Flow 4"
80.3062,6.4,"Flow 5"
3.62973,6.4,"Flow 6"
95.5048,6.5,"Flow 1"
80.3062,6.5,"Flow 2"
4.28402,6.5,"Flow 3"
3.62973,6.5,"Flow 4"
80.3062,6.5,"Flow 5"
3.62973,6.5,"Flow 6"
95.5048,6.6,"Flow 1"
80.3062,6.6,"Flow 2"
4.28402,6.6,"Flow 3"
3.62973,6.6,"Flow 4"
80.3062,6.6,"Flow 5"
3.62973,6.6,"Flow 6"
95.5048,6.7,"Flow 1"
80.3062,6.7,"Flow 2"
4.28402,6.7,"Flow 3"
3.62973,6.7,"Flow 4"
80.3062,6.7,"Flow 5"
3.62973,6.7,"Flow 6"
95.5048,6.8,"Flow 1"
80.3062,6.8,"Flow 2"
4.28402,6.8,"Flow 3"
3.62973,6.8,"Flow 4"
80.3062,6.8,"Flow 5"
3.62973,6.8,"Flow 6"
95.5048,6.9,"Flow 1"
80.3062,6.9,"Flow 2"
4.28402,6.9,"Flow 3"
3.62973,6.9,"Flow 4"
80.3062,6.9,"Flow 5"
3.62973,6.9,"Flow 6"
95.5048,7,"Flow 1"
80.3062,7,"Flow 2"
4.28402,7,"Flow 3"
3.62973,7,"Flow 4"
80.3062,7,"Flow 5"
3.62973,7,"Flow 6"
0,7,"Flow 7"
95.5048,7.1,"Flow 1"
80.3062,7.1,"Flow 2"
4.28402,7.1,"Flow 3"
3.62973,7.1,"Flow 4"
80.3062,7.1,"Flow 5"
3.62973,7.1,"Flow 6"
80.5124,7.1,"Flow 7"
3.55745,7.1,"Flow 8"
95.5048,7.2,"Flow 1"
80.3062,7.2,"Flow 2"
4.28402,7.2,"Flow 3"
3.62973,7.2,"Flow 4"
80.3062,7.2,"Flow 5"
3.62973,7.2,"Flow 6"
80.3062,7.2,"Flow 7"
3.62973,7.2,"Flow 8"
95.5048,7.3,"Flow 1"
80.3062,7.3,"Flow 2"
4.28402,7.3,"Flow 3"
3.62973,7.3,"Flow 4"
80.3062,7.3,"Flow 5"
3.62973,7.3,"Flow 6"
80.3062,7.3,"Flow 7"
3.62973,7.3,"Flow 8"
95.5048,7.4,"Flow 1"
80.3062,7.4,"Flow 2"
4.28402,7.4,"Flow 3"
3.62973,7.4,"Flow 4"
80.3062,7.4,"Flow 5"
3.62973,7.4,"Flow 6"
80.3062,7.4,"Flow 7"
3.62973,7.4,"Flow 8"
95.5048,7.5,"Flow 1"
80.3062,7.5,"Flow 2"
4.28402,7.5,"Flow 3"
3.62973,7.5,"Flow 4"
80.3062,7.5,"Flow 5"
3.62973,7.5,"Flow 6"
80.3062,7.5,"Flow 7"
3.62973,7.5,"Flow 8"
95.5048,7.6,"Flow 1"
80.3062,7.6,"Flow 2"
4.28402,7.6,"Flow 3"
3.62973,7.6,"Flow 4"
80.3062,7.6,"Flow 5"
3.62973,7.6,"Flow 6"
80.3062,7.6,"Flow 7"
3.62973,7.6,"Flow 8"
95.5048,7.7,"Flow 1"
80.3062,7.7,"Flow 2"
4.28402,7.7,"Flow 3"
3.62973,7.7,"Flow 4"
80.3062,7.7,"Flow 5"
3.62973,7.7,"Flow 6"
80.3062,7.7,"Flow 7"
3.62973,7.7,"Flow 8"
95.5048,7.8,"Flow 1"
80.3062,7.8,"Flow 2"
4.28402,7.8,"Flow 3"
3.62973,7.8,"Flow 4"
80.3062,7.8,"Flow 5"
3.62973,7.8,"Flow 6"
80.3062,7.8,"Flow 7"
3.62973,7.8,"Flow 8"
95.5048,7.9,"Flow 1"
80.3062,7.9,"Flow 2"
4.28402,7.9,"Flow 3"
3.62973,7.9,"Flow 4"
80.3062,7.9,"Flow 5"
3.62973,7.9,"Flow 6"
80.3062,7.9,"Flow 7"
3.62973,7.9,"Flow 8"
95.5048,8,"Flow 1"
80.3062,8,"Flow 2"
4.28402,8,"Flow 3"
3.62973,8,"Flow 4"
80.3062,8,"Flow 5"
3.62973,8,"Flow 6"
80.3062,8,"Flow 7"
3.62973,8,"Flow 8"
95.5048,8.1,"Flow 1"
80.3062,8.1,"Flow 2"
4.28402,8.1,"Flow 3"
3.62973,8.1,"Flow 4"
80.3062,8.1,"Flow 5"
3.62973,8.1,"Flow 6"
80.3062,8.1,"Flow 7"
3.62973,8.1,"Flow 8"
95.5048,8.2,"Flow 1"
80.3062,8.2,"Flow 2"
4.28402,8.2,"Flow 3"
3.62973,8.2,"Flow 4"
80.3062,8.2,"Flow 5"
3.62973,8.2,"Flow 6"
80.3062,8.2,"Flow 7"
3.62973,8.2,"Flow 8"
95.5048,8.3,"Flow 1"
80.3062,8.3,"Flow 2"
4.28402,8.3,"Flow 3"
3.62973,8.3,"Flow 4"
80.3062,8.3,"Flow 5"
3.62973,8.3,"Flow 6"
80.3062,8.3,"Flow 7"
3.62973,8.3,"Flow 8"
95.5048,8.4,"Flow 1"
80.3062,8.4,"Flow 2"
4.28402,8.4,"Flow 3"
3.62973,8.4,"Flow 4"
80.3062,8.4,"Flow 5"
3.62973,8.4,"Flow 6"
80.3062,8.4,"Flow 7"
3.62973,8.4,"Flow 8"
95.5048,8.5,"Flow 1"
80.3062,8.5,"Flow 2"
4.28402,8.5,"Flow 3"
3.62973,8.5,"Flow 4"
80.3062,8.5,"Flow 5"
3.62973,8.5,"Flow 6"
80.3062,8.5,"Flow 7"
3.62973,8.5,"Flow 8"
95.5048,8.6,"Flow 1"
80.3062,8.6,"Flow 2"
4.28402,8.6,"Flow 3"
3.62973,8.6,"Flow 4"
80.3062,8.6,"Flow 5"
3.62973,8.6,"Flow 6"
80.3062,8.6,"Flow 7"
3.62973,8.6,"Flow 8"
95.5048,8.7,"Flow 1"
80.3062,8.7,"Flow 2"
4.28402,8.7,"Flow 3"
3.62973,8.7,"Flow 4"
80.3062,8.7,"Flow 5"
3.62973,8.7,"Flow 6"
80.3062,8.7,"Flow 7"
3.62973,8.7,"Flow 8"
95.5048,8.8,"Flow 1"
80.3062,8.8,"Flow 2"
4.28402,8.8,"Flow 3"
3.62973,8.8,"Flow 4"
80.3062,8.8,"Flow 5"
3.62973,8.8,"Flow 6"
80.3062,8.8,"Flow 7"
3.62973,8.8,"Flow 8"
95.5048,8.9,"Flow 1"
80.3062,8.9,"Flow 2"
4.28402,8.9,"Flow 3"
3.62973,8.9,"Flow 4"
80.3062,8.9,"Flow 5"
3.62973,8.9,"Flow 6"
80.3062,8.9,"Flow 7"
3.62973,8.9,"Flow 8"
95.5048,9,"Flow 1"
80.3062,9,"Flow 2"
4.28402,9,"Flow 3"
3.62973,9,"Flow 4"
80.3062,9,"Flow 5"
3.62973,9,"Flow 6"
80.3062,9,"Flow 7"
3.62973,9,"Flow 8"
95.5048,9.1,"Flow 1"
80.3062,9.1,"Flow 2"
4.28402,9.1,"Flow 3"
3.62973,9.1,"Flow 4"
80.3062,9.1,"Flow 5"
3.62973,9.1,"Flow 6"
80.3062,9.1,"Flow 7"
3.62973,9.1,"Flow 8"
95.5048,9.2,"Flow 1"
80.3062,9.2,"Flow 2"
4.28402,9.2,"Flow 3"
3.62973,9.2,"Flow 4"
80.3062,9.2,"Flow 5"
3.62973,9.2,"Flow 6"
80.3062,9.2,"Flow 7"
3.62973,9.2,"Flow 8"
95.5048,9.3,"Flow 1"
80.3062,9.3,"Flow 2"
4.28402,9.3,"Flow 3"
3.62973,9.3,"Flow 4"
80.3062,9.3,"Flow 5"
3.62973,9.3,"Flow 6"
80.3062,9.3,"Flow 7"
3.62973,9.3,"Flow 8"
95.5048,9.4,"Flow 1"
80.3062,9.4,"Flow 2"
4.28402,9.4,"Flow 3"
3.62973,9.4,"Flow 4"
80.3062,9.4,"Flow 5"
3.62973,9.4,"Flow 6"
80.3062,9.4,"Flow 7"
3.62973,9.4,"Flow 8"
95.5048,9.5,"Flow 1"
80.3062,9.5,"Flow 2"
4.28402,9.5,"Flow 3"
3.62973,9.5,"Flow 4"
80.3062,9.5,"Flow 5"
3.62973,9.5,"Flow 6"
80.3062,9.5,"Flow 7"
3.62973,9.5,"Flow 8"
95.5048,9.6,"Flow 1"
80.3062,9.6,"Flow 2"
4.28402,9.6,"Flow 3"
3.62973,9.6,"Flow 4"
80.3062,9.6,"Flow 5"
3.62973,9.6,"Flow 6"
80.3062,9.6,"Flow 7"
3.62973,9.6,"Flow 8"
95.5048,9.7,"Flow 1"
80.3062,9.7,"Flow 2"
4.28402,9.7,"Flow 3"
3.62973,9.7,"Flow 4"
80.3062,9.7,"Flow 5"
3.62973,9.7,"Flow 6"
80.3062,9.7,"Flow 7"
3.62973,9.7,"Flow 8"
95.5048,9.8,"Flow 1"
80.3062,9.8,"Flow 2"
4.28402,9.8,"Flow 3"
3.62973,9.8,"Flow 4"
80.3062,9.8,"Flow 5"
3.62973,9.8,"Flow 6"
80.3062,9.8,"Flow 7"
3.62973,9.8,"Flow 8"
95.5048,9.9,"Flow 1"
80.3062,9.9,"Flow 2"
4.28402,9.9,"Flow 3"
3.62973,9.9,"Flow 4"
80.3062,9.9,"Flow 5"
3.62973,9.9,"Flow 6"
80.3062,9.9,"Flow 7"
3.62973,9.9,"Flow 8"
95.5048,10,"Flow 1"
80.3062,10,"Flow 2"
4.28402,10,"Flow 3"
3.62973,10,"Flow 4"
80.3062,10,"Flow 5"
3.62973,10,"Flow 6"
80.3062,10,"Flow 7"
3.62973,10,"Flow 8"
95.5048,10.1,"Flow 1"
80.3062,10.1,"Flow 2"
4.28402,10.1,"Flow 3"
3.62973,10.1,"Flow 4"
80.3062,10.1,"Flow 5"
3.62973,10.1,"Flow 6"
80.3062,10.1,"Flow 7"
3.62973,10.1,"Flow 8"
95.5048,10.2,"Flow 1"
80.3062,10.2,"Flow 2"
4.28402,10.2,"Flow 3"
3.62973,10.2,"Flow 4"
80.3062,10.2,"Flow 5"
3.62973,10.2,"Flow 6"
80.3062,10.2,"Flow 7"
3.62973,10.2,"Flow 8"
95.5048,10.3,"Flow 1"
80.3062,10.3,"Flow 2"
4.28402,10.3,"Flow 3"
3.62973,10.3,"Flow 4"
80.3062,10.3,"Flow 5"
3.62973,10.3,"Flow 6"
80.3062,10.3,"Flow 7"
3.62973,10.3,"Flow 8"
95.5048,10.4,"Flow 1"
80.3062,10.4,"Flow 2"
4.28402,10.4,"Flow 3"
3.62973,10.4,"Flow 4"
80.3062,10.4,"Flow 5"
3.62973,10.4,"Flow 6"
80.3062,10.4,"Flow 7"
3.62973,10.4,"Flow 8"
95.5048,10.5,"Flow 1"
80.3062,10.5,"Flow 2"
4.28402,10.5,"Flow 3"
3.62973,10.5,"Flow 4"
80.3062,10.5,"Flow 5"
3.62973,10.5,"Flow 6"
80.3062,10.5,"Flow 7"
3.62973,10.5,"Flow 8"
95.5048,10.6,"Flow 1"
80.3062,10.6,"Flow 2"
4.28402,10.6,"Flow 3"
3.62973,10.6,"Flow 4"
80.3062,10.6,"Flow 5"
3.62973,10.6,"Flow 6"
80.3062,10.6,"Flow 7"
3.62973,10.6,"Flow 8"
95.5048,10.7,"Flow 1"
80.3062,10.7,"Flow 2"
4.28402,10.7,"Flow 3"
3.62973,10.7,"Flow 4"
80.3062,10.7,"Flow 5"
3.62973,10.7,"Flow 6"
80.3062,10.7,"Flow 7"
3.62973,10.7,"Flow 8"
95.5048,10.8,"Flow 1"
80.3062,10.8,"Flow 2"
4.28402,10.8,"Flow 3"
3.62973,10.8,"Flow 4"
80.3062,10.8,"Flow 5"
3.62973,10.8,"Flow 6"
80.3062,10.8,"Flow 7"
3.62973,10.8,"Flow 8"
95.5048,10.9,"Flow 1"
80.3062,10.9,"Flow 2"
4.28402,10.9,"Flow 3"
3.62973,10.9,"Flow 4"
80.3062,10.9,"Flow 5"
3.62973,10.9,"Flow 6"
80.3062,10.9,"Flow 7"
3.62973,10.9,"Flow 8"
95.5048,11,"Flow 1"
80.3062,11,"Flow 2"
4.28402,11,"Flow 3"
3.62973,11,"Flow 4"
80.3062,11,"Flow 5"
3.62973,11,"Flow 6"
80.3062,11,"Flow 7"
3.62973,11,"Flow 8"
95.5048,11.1,"Flow 1"
80.3062,11.1,"Flow 2"
4.28402,11.1,"Flow 3"
3.62973,11.1,"Flow 4"
80.3062,11.1,"Flow 5"
3.62973,11.1,"Flow 6"
80.3062,11.1,"Flow 7"
3.62973,11.1,"Flow 8"
95.5048,11.2,"Flow 1"
80.3062,11.2,"Flow 2"
4.28402,11.2,"Flow 3"
3.62973,11.2,"Flow 4"
80.3062,11.2,"Flow 5"
3.62973,11.2,"Flow 6"
80.3062,11.2,"Flow 7"
3.62973,11.2,"Flow 8"
95.5048,11.3,"Flow 1"
80.3062,11.3,"Flow 2"
4.28402,11.3,"Flow 3"
3.62973,11.3,"Flow 4"
80.3062,11.3,"Flow 5"
3.62973,11.3,"Flow 6"
80.3062,11.3,"Flow 7"
3.62973,11.3,"Flow 8"
95.5048,11.4,"Flow 1"
80.3062,11.4,"Flow 2"
4.28402,11.4,"Flow 3"
3.62973,11.4,"Flow 4"
80.3062,11.4,"Flow 5"
3.62973,11.4,"Flow 6"
80.3062,11.4,"Flow 7"
3.62973,11.4,"Flow 8"
95.5048,11.5,"Flow 1"
80.3062,11.5,"Flow 2"
4.28402,11.5,"Flow 3"
3.62973,11.5,"Flow 4"
80.3062,11.5,"Flow 5"
3.62973,11.5,"Flow 6"
80.3062,11.5,"Flow 7"
3.62973,11.5,"Flow 8"
95.5048,11.6,"Flow 1"
80.3062,11.6,"Flow 2"
4.28402,11.6,"Flow 3"
3.62973,11.6,"Flow 4"
80.3062,11.6,"Flow 5"
3.62973,11.6,"Flow 6"
80.3062,11.6,"Flow 7"
3.62973,11.6,"Flow 8"
95.5048,11.7,"Flow 1"
80.3062,11.7,"Flow 2"
4.28402,11.7,"Flow 3"
3.62973,11.7,"Flow 4"
80.3062,11.7,"Flow 5"
3.62973,11.7,"Flow 6"
80.3062,11.7,"Flow 7"
3.62973,11.7,"Flow 8"
95.5048,11.8,"Flow 1"
80.3062,11.8,"Flow 2"
4.28402,11.8,"Flow 3"
3.62973,11.8,"Flow 4"
80.3062,11.8,"Flow 5"
3.62973,11.8,"Flow 6"
80.3062,11.8,"Flow 7"
3.62973,11.8,"Flow 8"
95.5048,11.9,"Flow 1"
80.3062,11.9,"Flow 2"
4.28402,11.9,"Flow 3"
3.62973,11.9,"Flow 4"
80.3062,11.9,"Flow 5"
3.62973,11.9,"Flow 6"
80.3062,11.9,"Flow 7"
3.62973,11.9,"Flow 8"
95.5048,12,"Flow 1"
80.3062,12,"Flow 2"
4.28402,12,"Flow 3"
3.62973,12,"Flow 4"
80.3062,12,"Flow 5"
3.62973,12,"Flow 6"
80.3062,12,"Flow 7"
3.62973,12,"Flow 8"
95.5048,12.1,"Flow 1"
80.3062,12.1,"Flow 2"
4.28402,12.1,"Flow 3"
3.62973,12.1,"Flow 4"
80.3062,12.1,"Flow 5"
3.62973,12.1,"Flow 6"
80.3062,12.1,"Flow 7"
3.62973,12.1,"Flow 8"
95.5048,12.2,"Flow 1"
80.3062,12.2,"Flow 2"
4.28402,12.2,"Flow 3"
3.62973,12.2,"Flow 4"
80.3062,12.2,"Flow 5"
3.62973,12.2,"Flow 6"
80.3062,12.2,"Flow 7"
3.62973,12.2,"Flow 8"
95.5048,12.3,"Flow 1"
80.3062,12.3,"Flow 2"
4.28402,12.3,"Flow 3"
3.62973,12.3,"Flow 4"
80.3062,12.3,"Flow 5"
3.62973,12.3,"Flow 6"
80.3062,12.3,"Flow 7"
3.62973,12.3,"Flow 8"
95.5048,12.4,"Flow 1"
