"Throughput (Mbps)","Time (s)","Flow"
80.3062,50.4,"Flow 7"
3.62973,50.4,"Flow 8"
95.5048,50.5,"Flow 1"
80.3062,50.5,"Flow 2"
4.28402,50.5,"Flow 3"
3.62973,50.5,"Flow 4"
80.3062,50.5,"Flow 5"
3.62973,50.5,"Flow 6"
80.3062,50.5,"Flow 7"
3.62973,50.5,"Flow 8"
95.5048,50.6,"Flow 1"
80.3062,50.6,"Flow 2"
4.28402,50.6,"Flow 3"
3.62973,50.6,"Flow 4"
80.3062,50.6,"Flow 5"
3.62973,50.6,"Flow 6"
80.3062,50.6,"Flow 7"
3.62973,50.6,"Flow 8"
95.5048,50.7,"Flow 1"
80.3062,50.7,"Flow 2"
4.28402,50.7,"Flow 3"
3.62973,50.7,"Flow 4"
80.3062,50.7,"Flow 5"
3.62973,50.7,"Flow 6"
80.3062,50.7,"Flow 7"
3.62973,50.7,"Flow 8"
95.5048,50.8,"Flow 1"
80.3062,50.8,"Flow 2"
4.28402,50.8,"Flow 3"
3.62973,50.8,"Flow 4"
80.3062,50.8,"Flow 5"
3.62973,50.8,"Flow 6"
80.3062,50.8,"Flow 7"
3.62973,50.8,"Flow 8"
95.5048,50.9,"Flow 1"
80.3062,50.9,"Flow 2"
4.28402,50.9,"Flow 3"
3.62973,50.9,"Flow 4"
80.3062,50.9,"Flow 5"
3.62973,50.9,"Flow 6"
80.3062,50.9,"Flow 7"
3.62973,50.9,"Flow 8"
95.5048,51,"Flow 1"
80.3062,51,"Flow 2"
4.28402,51,"Flow 3"
3.62973,51,"Flow 4"
80.3062,51,"Flow 5"
3.62973,51,"Flow 6"
80.3062,51,"Flow 7"
3.62973,51,"Flow 8"
95.5048,51.1,"Flow 1"
80.3062,51.1,"Flow 2"
4.28402,51.1,"Flow 3"
3.62973,51.1,"Flow 4"
80.3062,51.1,"Flow 5"
3.62973,51.1,"Flow 6"
80.3062,51.1,"Flow 7"
3.62973,51.1,"Flow 8"
95.5048,51.2,"Flow 1"
80.3062,51.2,"Flow 2"
4.28402,51.2,"Flow 3"
3.62973,51.2,"Flow 4"
80.3062,51.2,"Flow 5"
3.62973,51.2,"Flow 6"
80.3062,51.2,"Flow 7"
3.62973,51.2,"Flow 8"
95.5048,51.3,"Flow 1"
80.3062,51.3,"Flow 2"
4.28402,51.3,"Flow 3"
3.62973,51.3,"Flow 4"
80.3062,51.3,"Flow 5"
3.62973,51.3,"Flow 6"
80.3062,51.3,"Flow 7"
3.62973,51.3,"Flow 8"
95.5048,51.4,"Flow 1"
80.3062,51.4,"Flow 2"
4.28402,51.4,"Flow 3"
3.62973,51.4,"Flow 4"
80.3062,51.4,"Flow 5"
3.62973,51.4,"Flow 6"
80.3062,51.4,"Flow 7"
3.62973,51.4,"Flow 8"
95.5048,51.5,"Flow 1"
80.3062,51.5,"Flow 2"
4.28402,51.5,"Flow 3"
3.62973,51.5,"Flow 4"
80.3062,51.5,"Flow 5"
3.62973,51.5,"Flow 6"
80.3062,51.5,"Flow 7"
3.62973,51.5,"Flow 8"
95.5048,51.6,"Flow 1"
80.3062,51.6,"Flow 2"
4.28402,51.6,"Flow 3"
3.62973,51.6,"Flow 4"
80.3062,51.6,"Flow 5"
3.62973,51.6,"Flow 6"
80.3062,51.6,"Flow 7"
3.62973,51.6,"Flow 8"
95.5048,51.7,"Flow 1"
80.3062,51.7,"Flow 2"
4.28402,51.7,"Flow 3"
3.62973,51.7,"Flow 4"
80.3062,51.7,"Flow 5"
3.62973,51.7,"Flow 6"
80.3062,51.7,"Flow 7"
3.62973,51.7,"Flow 8"
95.5048,51.8,"Flow 1"
80.3062,51.8,"Flow 2"
4.28402,51.8,"Flow 3"
3.62973,51.8,"Flow 4"
80.3062,51.8,"Flow 5"
3.62973,51.8,"Flow 6"
80.3062,51.8,"Flow 7"
3.62973,51.8,"Flow 8"
95.5048,51.9,"Flow 1"
80.3062,51.9,"Flow 2"
4.28402,51.9,"Flow 3"
3.62973,51.9,"Flow 4"
80.3062,51.9,"Flow 5"
3.62973,51.9,"Flow 6"
80.3062,51.9,"Flow 7"
3.62973,51.9,"Flow 8"
95.5048,52,"Flow 1"
80.3062,52,"Flow 2"
4.28402,52,"Flow 3"
3.62973,52,"Flow 4"
80.3062,52,"Flow 5"
3.62973,52,"Flow 6"
80.3062,52,"Flow 7"
3.62973,52,"Flow 8"
95.5048,52.1,"Flow 1"
80.3062,52.1,"Flow 2"
4.28402,52.1,"Flow 3"
3.62973,52.1,"Flow 4"
80.3062,52.1,"Flow 5"
3.62973,52.1,"Flow 6"
80.3062,52.1,"Flow 7"
3.62973,52.1,"Flow 8"
95.5048,52.2,"Flow 1"
80.3062,52.2,"Flow 2"
4.28402,52.2,"Flow 3"
3.62973,52.2,"Flow 4"
80.3062,52.2,"Flow 5"
3.62973,52.2,"Flow 6"
80.3062,52.2,"Flow 7"
3.62973,52.2,"Flow 8"
95.5048,52.3,"Flow 1"
80.3062,52.3,"Flow 2"
4.28402,52.3,"Flow 3"
3.62973,52.3,"Flow 4"
80.3062,52.3,"Flow 5"
3.62973,52.3,"Flow 6"
80.3062,52.3,"Flow 7"
3.62973,52.3,"Flow 8"
95.5048,52.4,"Flow 1"
80.3062,52.4,"Flow 2"
4.28402,52.4,"Flow 3"
3.62973,52.4,"Flow 4"
80.3062,52.4,"Flow 5"
3.62973,52.4,"Flow 6"
80.3062,52.4,"Flow 7"
3.62973,52.4,"Flow 8"
95.5048,52.5,"Flow 1"
80.3062,52.5,"Flow 2"
4.28402,52.5,"Flow 3"
3.62973,52.5,"Flow 4"
80.3062,52.5,"Flow 5"
3.62973,52.5,"Flow 6"
80.3062,52.5,"Flow 7"
3.62973,52.5,"Flow 8"
95.5048,52.6,"Flow 1"
80.3062,52.6,"Flow 2"
4.28402,52.6,"Flow 3"
3.62973,52.6,"Flow 4"
80.3062,52.6,"Flow 5"
3.62973,52.6,"Flow 6"
80.3062,52.6,"Flow 7"
3.62973,52.6,"Flow 8"
95.5048,52.7,"Flow 1"
80.3062,52.7,"Flow 2"
4.28402,52.7,"Flow 3"
3.62973,52.7,"Flow 4"
80.3062,52.7,"Flow 5"
3.62973,52.7,"Flow 6"
80.3062,52.7,"Flow 7"
3.62973,52.7,"Flow 8"
95.5048,52.8,"Flow 1"
80.3062,52.8,"Flow 2"
4.28402,52.8,"Flow 3"
3.62973,52.8,"Flow 4"
80.3062,52.8,"Flow 5"
3.62973,52.8,"Flow 6"
80.3062,52.8,"Flow 7"
3.62973,52.8,"Flow 8"
95.5048,52.9,"Flow 1"
80.3062,52.9,"Flow 2"
4.28402,52.9,"Flow 3"
3.62973,52.9,"Flow 4"
80.3062,52.9,"Flow 5"
3.62973,52.9,"Flow 6"
80.3062,52.9,"Flow 7"
3.62973,52.9,"Flow 8"
95.5048,53,"Flow 1"
80.3062,53,"Flow 2"
4.28402,53,"Flow 3"
3.62973,53,"Flow 4"
80.3062,53,"Flow 5"
3.62973,53,"Flow 6"
80.3062,53,"Flow 7"
3.62973,53,"Flow 8"
95.5048,53.1,"Flow 1"
80.3062,53.1,"Flow 2"
4.28402,53.1,"Flow 3"
3.62973,53.1,"Flow 4"
80.3062,53.1,"Flow 5"
3.62973,53.1,"Flow 6"
80.3062,53.1,"Flow 7"
3.62973,53.1,"Flow 8"
95.5048,53.2,"Flow 1"
80.3062,53.2,"Flow 2"
4.28402,53.2,"Flow 3"
3.62973,53.2,"Flow 4"
80.3062,53.2,"Flow 5"
3.62973,53.2,"Flow 6"
80.3062,53.2,"Flow 7"
3.62973,53.2,"Flow 8"
95.5048,53.3,"Flow 1"
80.3062,53.3,"Flow 2"
4.28402,53.3,"Flow 3"
3.62973,53.3,"Flow 4"
80.3062,53.3,"Flow 5"
3.62973,53.3,"Flow 6"
80.3062,53.3,"Flow 7"
3.62973,53.3,"Flow 8"
95.5048,53.4,"Flow 1"
80.3062,53.4,"Flow 2"
4.28402,53.4,"Flow 3"
3.62973,53.4,"Flow 4"
80.3062,53.4,"Flow 5"
3.62973,53.4,"Flow 6"
80.3062,53.4,"Flow 7"
3.62973,53.4,"Flow 8"
95.5048,53.5,"Flow 1"
80.3062,53.5,"Flow 2"
4.28402,53.5,"Flow 3"
3.62973,53.5,"Flow 4"
80.3062,53.5,"Flow 5"
3.62973,53.5,"Flow 6"
80.3062,53.5,"Flow 7"
3.62973,53.5,"Flow 8"
95.5048,53.6,"Flow 1"
80.3062,53.6,"Flow 2"
4.28402,53.6,"Flow 3"
3.62973,53.6,"Flow 4"
80.3062,53.6,"Flow 5"
3.62973,53.6,"Flow 6"
80.3062,53.6,"Flow 7"
3.62973,53.6,"Flow 8"
95.5048,53.7,"Flow 1"
80.3062,53.7,"Flow 2"
4.28402,53.7,"Flow 3"
3.62973,53.7,"Flow 4"
80.3062,53.7,"Flow 5"
3.62973,53.7,"Flow 6"
80.3062,53.7,"Flow 7"
3.62973,53.7,"Flow 8"
95.5048,53.8,"Flow 1"
80.3062,53.8,"Flow 2"
4.28402,53.8,"Flow 3"
3.62973,53.8,"Flow 4"
80.3062,53.8,"Flow 5"
3.62973,53.8,"Flow 6"
80.3062,53.8,"Flow 7"
3.62973,53.8,"Flow 8"
95.5048,53.9,"Flow 1"
80.3062,53.9,"Flow 2"
4.28402,53.9,"Flow 3"
3.62973,53.9,"Flow 4"
80.3062,53.9,"Flow 5"
3.62973,53.9,"Flow 6"
80.3062,53.9,"Flow 7"
3.62973,53.9,"Flow 8"
95.5048,54,"Flow 1"
80.3062,54,"Flow 2"
4.28402,54,"Flow 3"
3.62973,54,"Flow 4"
80.3062,54,"Flow 5"
3.62973,54,"Flow 6"
80.3062,54,"Flow 7"
3.62973,54,"Flow 8"
95.5048,54.1,"Flow 1"
80.3062,54.1,"Flow 2"
4.28402,54.1,"Flow 3"
3.62973,54.1,"Flow 4"
80.3062,54.1,"Flow 5"
3.62973,54.1,"Flow 6"
80.3062,54.1,"Flow 7"
3.62973,54.1,"Flow 8"
95.5048,54.2,"Flow 1"
80.3062,54.2,"Flow 2"
4.28402,54.2,"Flow 3"
3.62973,54.2,"Flow 4"
80.3062,54.2,"Flow 5"
3.62973,54.2,"Flow 6"
80.3062,54.2,"Flow 7"
3.62973,54.2,"Flow 8"
95.5048,54.3,"Flow 1"
80.3062,54.3,"Flow 2"
4.28402,54.3,"Flow 3"
3.62973,54.3,"Flow 4"
80.3062,54.3,"Flow 5"
3.62973,54.3,"Flow 6"
80.3062,54.3,"Flow 7"
3.62973,54.3,"Flow 8"
95.5048,54.4,"Flow 1"
80.3062,54.4,"Flow 2"
4.28402,54.4,"Flow 3"
3.62973,54.4,"Flow 4"
80.3062,54.4,"Flow 5"
3.62973,54.4,"Flow 6"
80.3062,54.4,"Flow 7"
3.62973,54.4,"Flow 8"
95.5048,54.5,"Flow 1"
80.3062,54.5,"Flow 2"
4.28402,54.5,"Flow 3"
3.62973,54.5,"Flow 4"
80.3062,54.5,"Flow 5"
3.62973,54.5,"Flow 6"
80.3062,54.5,"Flow 7"
3.62973,54.5,"Flow 8"
95.5048,54.6,"Flow 1"
80.3062,54.6,"Flow 2"
4.28402,54.6,"Flow 3"
3.62973,54.6,"Flow 4"
80.3062,54.6,"Flow 5"
3.62973,54.6,"Flow 6"
80.3062,54.6,"Flow 7"
3.62973,54.6,"Flow 8"
95.5048,54.7,"Flow 1"
80.3062,54.7,"Flow 2"
4.28402,54.7,"Flow 3"
3.62973,54.7,"Flow 4"
80.3062,54.7,"Flow 5"
3.62973,54.7,"Flow 6"
80.3062,54.7,"Flow 7"
3.62973,54.7,"Flow 8"
95.5048,54.8,"Flow 1"
80.3062,54.8,"Flow 2"
4.28402,54.8,"Flow 3"
3.62973,54.8,"Flow 4"
80.3062,54.8,"Flow 5"
3.62973,54.8,"Flow 6"
80.3062,54.8,"Flow 7"
3.62973,54.8,"Flow 8"
95.5048,54.9,"Flow 1"
80.3062,54.9,"Flow 2"
4.28402,54.9,"Flow 3"
3.62973,54.9,"Flow 4"
80.3062,54.9,"Flow 5"
3.62973,54.9,"Flow 6"
80.3062,54.9,"Flow 7"
3.62973,54.9,"Flow 8"
95.5048,55,"Flow 1"
80.3062,55,"Flow 2"
4.28402,55,"Flow 3"
3.62973,55,"Flow 4"
80.3062,55,"Flow 5"
3.62973,55,"Flow 6"
80.3062,55,"Flow 7"
3.62973,55,"Flow 8"
95.5048,55.1,"Flow 1"
80.3062,55.1,"Flow 2"
4.28402,55.1,"Flow 3"
3.62973,55.1,"Flow 4"
80.3062,55.1,"Flow 5"
3.62973,55.1,"Flow 6"
80.3062,55.1,"Flow 7"
3.62973,55.1,"Flow 8"
95.5048,55.2,"Flow 1"
80.3062,55.2,"Flow 2"
4.28402,55.2,"Flow 3"
3.62973,55.2,"Flow 4"
80.3062,55.2,"Flow 5"
3.62973,55.2,"Flow 6"
80.3062,55.2,"Flow 7"
3.62973,55.2,"Flow 8"
95.5048,55.3,"Flow 1"
80.3062,55.3,"Flow 2"
4.28402,55.3,"Flow 3"
3.62973,55.3,"Flow 4"
80.3062,55.3,"Flow 5"
3.62973,55.3,"Flow 6"
80.3062,55.3,"Flow 7"
3.62973,55.3,"Flow 8"
95.5048,55.4,"Flow 1"
80.3062,55.4,"Flow 2"
4.28402,55.4,"Flow 3"
3.62973,55.4,"Flow 4"
80.3062,55.4,"Flow 5"
3.62973,55.4,"Flow 6"
80.3062,55.4,"Flow 7"
3.62973,55.4,"Flow 8"
95.5048,55.5,"Flow 1"
80.3062,55.5,"Flow 2"
4.28402,55.5,"Flow 3"
3.62973,55.5,"Flow 4"
80.3062,55.5,"Flow 5"
3.62973,55.5,"Flow 6"
80.3062,55.5,"Flow 7"
3.62973,55.5,"Flow 8"
95.5048,55.6,"Flow 1"
80.3062,55.6,"Flow 2"
4.28402,55.6,"Flow 3"
3.62973,55.6,"Flow 4"
80.3062,55.6,"Flow 5"
3.62973,55.6,"Flow 6"
80.3062,55.6,"Flow 7"
3.62973,55.6,"Flow 8"
95.5048,55.7,"Flow 1"
80.3062,55.7,"Flow 2"
4.28402,55.7,"Flow 3"
3.62973,55.7,"Flow 4"
80.3062,55.7,"Flow 5"
3.62973,55.7,"Flow 6"
80.3062,55.7,"Flow 7"
3.62973,55.7,"Flow 8"
95.5048,55.8,"Flow 1"
80.3062,55.8,"Flow 2"
4.28402,55.8,"Flow 3"
3.62973,55.8,"Flow 4"
80.3062,55.8,"Flow 5"
3.62973,55.8,"Flow 6"
80.3062,55.8,"Flow 7"
3.62973,55.8,"Flow 8"
95.5048,55.9,"Flow 1"
80.3062,55.9,"Flow 2"
4.28402,55.9,"Flow 3"
3.62973,55.9,"Flow 4"
80.3062,55.9,"Flow 5"
3.62973,55.9,"Flow 6"
80.3062,55.9,"Flow 7"
3.62973,55.9,"Flow 8"
95.5048,56,"Flow 1"
80.3062,56,"Flow 2"
4.28402,56,"Flow 3"
3.62973,56,"Flow 4"
80.3062,56,"Flow 5"
3.62973,56,"Flow 6"
80.3062,56,"Flow 7"
3.62973,56,"Flow 8"
95.5048,56.1,"Flow 1"
80.3062,56.1,"Flow 2"
4.28402,56.1,"Flow 3"
3.62973,56.1,"Flow 4"
80.3062,56.1,"Flow 5"
3.62973,56.1,"Flow 6"
80.3062,56.1,"Flow 7"
3.62973,56.1,"Flow 8"
95.5048,56.2,"Flow 1"
80.3062,56.2,"Flow 2"
4.28402,56.2,"Flow 3"
3.62973,56.2,"Flow 4"
80.3062,56.2,"Flow 5"
3.62973,56.2,"Flow 6"
80.3062,56.2,"Flow 7"
3.62973,56.2,"Flow 8"
95.5048,56.3,"Flow 1"
80.3062,56.3,"Flow 2"
4.28402,56.3,"Flow 3"
3.62973,56.3,"Flow 4"
80.3062,56.3,"Flow 5"
3.62973,56.3,"Flow 6"
80.3062,56.3,"Flow 7"
3.62973,56.3,"Flow 8"
95.5048,56.4,"Flow 1"
80.3062,56.4,"Flow 2"
4.28402,56.4,"Flow 3"
3.62973,56.4,"Flow 4"
80.3062,56.4,"Flow 5"
3.62973,56.4,"Flow 6"
80.3062,56.4,"Flow 7"
3.62973,56.4,"Flow 8"
95.5048,56.5,"Flow 1"
80.3062,56.5,"Flow 2"
4.28402,56.5,"Flow 3"
3.62973,56.5,"Flow 4"
80.3062,56.5,"Flow 5"
3.62973,56.5,"Flow 6"
80.3062,56.5,"Flow 7"
3.62973,56.5,"Flow 8"
95.5048,56.6,"Flow 1"
80.3062,56.6,"Flow 2"
4.28402,56.6,"Flow 3"
3.62973,56.6,"Flow 4"
80.3062,56.6,"Flow 5"
3.62973,56.6,"Flow 6"
80.3062,56.6,"Flow 7"
3.62973,56.6,"Flow 8"
95.5048,56.7,"Flow 1"
80.3062,56.7,"Flow 2"
4.28402,56.7,"Flow 3"
3.62973,56.7,"Flow 4"
80.3062,56.7,"Flow 5"
3.62973,56.7,"Flow 6"
80.3062,56.7,"Flow 7"
3.62973,56.7,"Flow 8"
95.5048,56.8,"Flow 1"
80.3062,56.8,"Flow 2"
4.28402,56.8,"Flow 3"
3.62973,56.8,"Flow 4"
80.3062,56.8,"Flow 5"
3.62973,56.8,"Flow 6"
80.3062,56.8,"Flow 7"
3.62973,56.8,"Flow 8"
95.5048,56.9,"Flow 1"
80.3062,56.9,"Flow 2"
4.28402,56.9,"Flow 3"
3.62973,56.9,"Flow 4"
80.3062,56.9,"Flow 5"
3.62973,56.9,"Flow 6"
80.3062,56.9,"Flow 7"
3.62973,56.9,"Flow 8"
95.5048,57,"Flow 1"
80.3062,57,"Flow 2"
4.28402,57,"Flow 3"
3.62973,57,"Flow 4"
80.3062,57,"Flow 5"
3.62973,57,"Flow 6"
80.3062,57,"Flow 7"
3.62973,57,"Flow 8"
95.5048,57.1,"Flow 1"
80.3062,57.1,"Flow 2"
4.28402,57.1,"Flow 3"
3.62973,57.1,"Flow 4"
80.3062,57.1,"Flow 5"
3.62973,57.1,"Flow 6"
80.3062,57.1,"Flow 7"
3.62973,57.1,"Flow 8"
95.5048,57.2,"Flow 1"
80.3062,57.2,"Flow 2"
4.28402,57.2,"Flow 3"
3.62973,57.2,"Flow 4"
80.3062,57.2,"Flow 5"
3.62973,57.2,"Flow 6"
80.3062,57.2,"Flow 7"
3.62973,57.2,"Flow 8"
95.5048,57.3,"Flow 1"
80.3062,57.3,"Flow 2"
4.28402,57.3,"Flow 3"
3.62973,57.3,"Flow 4"
80.3062,57.3,"Flow 5"
3.62973,57.3,"Flow 6"
80.3062,57.3,"Flow 7"
3.62973,57.3,"Flow 8"
95.5048,57.4,"Flow 1"
80.3062,57.4,"Flow 2"
4.28402,57.4,"Flow 3"
3.62973,57.4,"Flow 4"
80.3062,57.4,"Flow 5"
3.62973,57.4,"Flow 6"
80.3062,57.4,"Flow 7"
3.62973,57.4,"Flow 8"
95.5048,57.5,"Flow 1"
80.3062,57.5,"Flow 2"
4.28402,57.5,"Flow 3"
3.62973,57.5,"Flow 4"
80.3062,57.5,"Flow 5"
3.62973,57.5,"Flow 6"
80.3062,57.5,"Flow 7"
3.62973,57.5,"Flow 8"
95.5048,57.6,"Flow 1"
80.3062,57.6,"Flow 2"
4.28402,57.6,"Flow 3"
3.62973,57.6,"Flow 4"
80.3062,57.6,"Flow 5"
3.62973,57.6,"Flow 6"
80.3062,57.6,"Flow 7"
3.62973,57.6,"Flow 8"
95.5048,57.7,"Flow 1"
80.3062,57.7,"Flow 2"
4.28402,57.7,"Flow 3"
3.62973,57.7,"Flow 4"
80.3062,57.7,"Flow 5"
3.62973,57.7,"Flow 6"
80.3062,57.7,"Flow 7"
3.62973,57.7,"Flow 8"
95.5048,57.8,"Flow 1"
80.3062,57.8,"Flow 2"
4.28402,57.8,"Flow 3"
3.62973,57.8,"Flow 4"
80.3062,57.8,"Flow 5"
3.62973,57.8,"Flow 6"
80.3062,57.8,"Flow 7"
3.62973,57.8,"Flow 8"
95.5048,57.9,"Flow 1"
80.3062,57.9,"Flow 2"
4.28402,57.9,"Flow 3"
3.62973,57.9,"Flow 4"
80.3062,57.9,"Flow 5"
3.62973,57.9,"Flow 6"
80.3062,57.9,"Flow 7"
3.62973,57.9,"Flow 8"
95.5048,58,"Flow 1"
80.3062,58,"Flow 2"
4.28402,58,"Flow 3"
3.62973,58,"Flow 4"
80.3062,58,"Flow 5"
3.62973,58,"Flow 6"
80.3062,58,"Flow 7"
3.62973,58,"Flow 8"
95.5048,58.1,"Flow 1"
80.3062,58.1,"Flow 2"
4.28402,58.1,"Flow 3"
3.62973,58.1,"Flow 4"
80.3062,58.1,"Flow 5"
3.62973,58.1,"Flow 6"
80.3062,58.1,"Flow 7"
3.62973,58.1,"Flow 8"
95.5048,58.2,"Flow 1"
80.3062,58.2,"Flow 2"
4.28402,58.2,"Flow 3"
3.62973,58.2,"Flow 4"
80.3062,58.2,"Flow 5"
3.62973,58.2,"Flow 6"
80.3062,58.2,"Flow 7"
3.62973,58.2,"Flow 8"
95.5048,58.3,"Flow 1"
80.3062,58.3,"Flow 2"
4.28402,58.3,"Flow 3"
3.62973,58.3,"Flow 4"
80.3062,58.3,"Flow 5"
3.62973,58.3,"Flow 6"
80.3062,58.3,"Flow 7"
3.62973,58.3,"Flow 8"
95.5048,58.4,"Flow 1"
80.3062,58.4,"Flow 2"
4.28402,58.4,"Flow 3"
3.62973,58.4,"Flow 4"
80.3062,58.4,"Flow 5"
3.62973,58.4,"Flow 6"
80.3062,58.4,"Flow 7"
3.62973,58.4,"Flow 8"
95.5048,58.5,"Flow 1"
80.3062,58.5,"Flow 2"
4.28402,58.5,"Flow 3"
3.62973,58.5,"Flow 4"
80.3062,58.5,"Flow 5"
3.62973,58.5,"Flow 6"
80.3062,58.5,"Flow 7"
3.62973,58.5,"Flow 8"
95.5048,58.6,"Flow 1"
80.3062,58.6,"Flow 2"
4.28402,58.6,"Flow 3"
3.62973,58.6,"Flow 4"
80.3062,58.6,"Flow 5"
3.62973,58.6,"Flow 6"
80.3062,58.6,"Flow 7"
3.62973,58.6,"Flow 8"
95.5048,58.7,"Flow 1"
80.3062,58.7,"Flow 2"
4.28402,58.7,"Flow 3"
3.62973,58.7,"Flow 4"
80.3062,58.7,"Flow 5"
3.62973,58.7,"Flow 6"
80.3062,58.7,"Flow 7"
3.62973,58.7,"Flow 8"
95.5048,58.8,"Flow 1"
80.3062,58.8,"Flow 2"
4.28402,58.8,"Flow 3"
3.62973,58.8,"Flow 4"
80.3062,58.8,"Flow 5"
3.62973,58.8,"Flow 6"
80.3062,58.8,"Flow 7"
3.62973,58.8,"Flow 8"
95.5048,58.9,"Flow 1"
80.3062,58.9,"Flow 2"
4.28402,58.9,"Flow 3"
3.62973,58.9,"Flow 4"
80.3062,58.9,"Flow 5"
3.62973,58.9,"Flow 6"
80.3062,58.9,"Flow 7"
3.62973,58.9,"Flow 8"
95.5048,59,"Flow 1"
80.3062,59,"Flow 2"
4.28402,59,"Flow 3"
3.62973,59,"Flow 4"
80.3062,59,"Flow 5"
3.62973,59,"Flow 6"
80.3062,59,"Flow 7"
3.62973,59,"Flow 8"
95.5048,59.1,"Flow 1"
80.3062,59.1,"Flow 2"
4.28402,59.1,"Flow 3"
3.62973,59.1,"Flow 4"
80.3062,59.1,"Flow 5"
3.62973,59.1,"Flow 6"
80.3062,59.1,"Flow 7"
3.62973,59.1,"Flow 8"
95.5048,59.2,"Flow 1"
80.3062,59.2,"Flow 2"
4.28402,59.2,"Flow 3"
3.62973,59.2,"Flow 4"
80.3062,59.2,"Flow 5"
3.62973,59.2,"Flow 6"
80.3062,59.2,"Flow 7"
3.62973,59.2,"Flow 8"
95.5048,59.3,"Flow 1"
80.3062,59.3,"Flow 2"
4.28402,59.3,"Flow 3"
3.62973,59.3,"Flow 4"
80.3062,59.3,"Flow 5"
3.62973,59.3,"Flow 6"
80.3062,59.3,"Flow 7"
3.62973,59.3,"Flow 8"
95.5048,59.4,"Flow 1"
80.3062,59.4,"Flow 2"
4.28402,59.4,"Flow 3"
3.62973,59.4,"Flow 4"
80.3062,59.4,"Flow 5"
3.62973,59.4,"Flow 6"
80.3062,59.4,"Flow 7"
3.62973,59.4,"Flow 8"
95.5048,59.5,"Flow 1"
80.3062,59.5,"Flow 2"
4.28402,59.5,"Flow 3"
3.62973,59.5,"Flow 4"
80.3062,59.5,"Flow 5"
3.62973,59.5,"Flow 6"
80.3062,59.5,"Flow 7"
3.62973,59.5,"Flow 8"
95.5048,59.6,"Flow 1"
80.3062,59.6,"Flow 2"
4.28402,59.6,"Flow 3"
3.62973,59.6,"Flow 4"
80.3062,59.6,"Flow 5"
3.62973,59.6,"Flow 6"
80.3062,59.6,"Flow 7"
3.62973,59.6,"Flow 8"
95.5048,59.7,"Flow 1"
80.3062,59.7,"Flow 2"
4.28402,59.7,"Flow 3"
3.62973,59.7,"Flow 4"
80.3062,59.7,"Flow 5"
3.62973,59.7,"Flow 6"
80.3062,59.7,"Flow 7"
3.62973,59.7,"Flow 8"
95.5048,59.8,"Flow 1"
80.3062,59.8,"Flow 2"
4.28402,59.8,"Flow 3"
3.62973,59.8,"Flow 4"
80.3062,59.8,"Flow 5"
3.62973,59.8,"Flow 6"
80.3062,59.8,"Flow 7"
3.62973,59.8,"Flow 8"
95.5048,59.9,"Flow 1"
80.3062,59.9,"Flow 2"
4.28402,59.9,"Flow 3"
3.62973,59.9,"Flow 4"
80.3062,59.9,"Flow 5"
3.62973,59.9,"Flow 6"
80.3062,59.9,"Flow 7"
3.62973,59.9,"Flow 8"
